Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Quarter,Weekday,Profit per Unit,Revenue per Unit,Margin Bucket
Kohl's,1189833,2021-01-13,Midwest,Montana,Billings,Men's Apparel,48.0,60,2880.0,2045.0,0.71,Online,2021,2021-01,2021Q1,Wednesday,34.083333333333336,48.0,High
Kohl's,1189833,2021-01-14,Midwest,Montana,Billings,Women's Apparel,42.0,112,4704.0,1835.0,0.39,Online,2021,2021-01,2021Q1,Thursday,16.383928571428573,42.0,Medium
Kohl's,1189833,2021-01-15,Midwest,Montana,Billings,Men's Street Footwear,44.0,161,7084.0,4180.0,0.59,Online,2021,2021-01,2021Q1,Friday,25.96273291925466,44.0,High
Kohl's,1189833,2021-01-16,Midwest,Montana,Billings,Men's Athletic Footwear,43.0,101,4343.0,1954.0,0.45,Online,2021,2021-01,2021Q1,Saturday,19.346534653465348,43.0,High
Kohl's,1189833,2021-01-17,Midwest,Montana,Billings,Women's Street Footwear,44.0,120,5280.0,3168.0,0.6,Online,2021,2021-01,2021Q1,Sunday,26.4,44.0,High
Kohl's,1189833,2021-01-18,Midwest,Montana,Billings,Women's Athletic Footwear,36.0,78,2808.0,1404.0,0.5,Online,2021,2021-01,2021Q1,Monday,18.0,36.0,High
Kohl's,1189833,2021-01-19,Midwest,Montana,Billings,Men's Apparel,44.0,56,2464.0,1823.0,0.74,Online,2021,2021-01,2021Q1,Tuesday,32.55357142857143,44.0,High
Kohl's,1189833,2021-01-20,Midwest,Montana,Billings,Women's Apparel,55.0,101,5555.0,2166.0,0.39,Online,2021,2021-01,2021Q1,Wednesday,21.445544554455445,55.0,Medium
Kohl's,1189833,2021-01-21,Midwest,Montana,Billings,Men's Street Footwear,39.0,150,5850.0,3335.0,0.57,Online,2021,2021-01,2021Q1,Thursday,22.233333333333334,39.0,High
Kohl's,1189833,2021-01-22,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,106,4346.0,1912.0,0.44,Online,2021,2021-01,2021Q1,Friday,18.037735849056602,41.0,High
Kohl's,1189833,2021-01-23,Midwest,Montana,Billings,Women's Street Footwear,44.0,111,4884.0,2686.0,0.55,Online,2021,2021-01,2021Q1,Saturday,24.1981981981982,44.0,High
Kohl's,1189833,2021-01-24,Midwest,Montana,Billings,Women's Athletic Footwear,38.0,88,3344.0,1772.0,0.53,Online,2021,2021-01,2021Q1,Sunday,20.136363636363637,38.0,High
Kohl's,1189833,2021-01-25,Midwest,Montana,Billings,Men's Apparel,41.0,61,2501.0,1851.0,0.74,Online,2021,2021-01,2021Q1,Monday,30.34426229508197,41.0,High
Kohl's,1189833,2021-01-26,Midwest,Montana,Billings,Women's Apparel,59.0,108,6372.0,2421.0,0.38,Online,2021,2021-01,2021Q1,Tuesday,22.416666666666668,59.0,Medium
Kohl's,1189833,2021-01-27,Midwest,Montana,Billings,Men's Street Footwear,36.0,169,6084.0,3590.0,0.59,Online,2021,2021-01,2021Q1,Wednesday,21.242603550295858,36.0,High
Kohl's,1189833,2021-01-28,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,147,6174.0,2531.0,0.41,Online,2021,2021-01,2021Q1,Thursday,17.217687074829932,42.0,High
Kohl's,1189833,2021-01-29,Midwest,Montana,Billings,Women's Street Footwear,44.0,165,7260.0,3993.0,0.55,Online,2021,2021-01,2021Q1,Friday,24.2,44.0,High
Kohl's,1189833,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,38.0,106,4028.0,2135.0,0.53,Online,2021,2021-01,2021Q1,Saturday,20.141509433962263,38.0,High
Kohl's,1189833,2021-01-31,Midwest,Montana,Billings,Men's Apparel,41.0,75,3075.0,2276.0,0.74,Online,2021,2021-01,2021Q1,Sunday,30.346666666666668,41.0,High
Kohl's,1189833,2021-02-01,Midwest,Montana,Billings,Women's Apparel,55.0,150,8250.0,2970.0,0.36,Online,2021,2021-02,2021Q1,Monday,19.8,55.0,Medium
Kohl's,1189833,2021-02-02,Midwest,Montana,Billings,Men's Street Footwear,37.0,203,7511.0,4431.0,0.59,Online,2021,2021-02,2021Q1,Tuesday,21.82758620689655,37.0,High
Kohl's,1189833,2021-02-03,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,156,6396.0,2750.0,0.43,Online,2021,2021-02,2021Q1,Wednesday,17.628205128205128,41.0,High
Kohl's,1189833,2021-02-04,Midwest,Montana,Billings,Women's Street Footwear,44.0,143,6292.0,3712.0,0.59,Online,2021,2021-02,2021Q1,Thursday,25.958041958041957,44.0,High
Kohl's,1189833,2021-02-05,Midwest,Montana,Billings,Women's Athletic Footwear,36.0,113,4068.0,2156.0,0.53,Online,2021,2021-02,2021Q1,Friday,19.079646017699115,36.0,High
Kohl's,1189833,2021-02-06,Midwest,Montana,Billings,Men's Apparel,42.0,124,5208.0,3646.0,0.7,Online,2021,2021-02,2021Q1,Saturday,29.403225806451612,42.0,High
Kohl's,1189833,2021-02-07,Midwest,Montana,Billings,Women's Apparel,58.0,143,8294.0,2903.0,0.35,Online,2021,2021-02,2021Q1,Sunday,20.3006993006993,58.0,Medium
Kohl's,1189833,2021-02-08,Midwest,Montana,Billings,Men's Street Footwear,42.0,203,8526.0,4945.0,0.58,Online,2021,2021-02,2021Q1,Monday,24.35960591133005,42.0,High
Kohl's,1189833,2021-02-09,Midwest,Montana,Billings,Men's Athletic Footwear,54.0,188,10152.0,4365.0,0.43,Online,2021,2021-02,2021Q1,Tuesday,23.21808510638298,54.0,High
Kohl's,1189833,2021-02-10,Midwest,Montana,Billings,Women's Street Footwear,49.0,130,6370.0,3758.0,0.59,Online,2021,2021-02,2021Q1,Wednesday,28.907692307692308,49.0,High
Kohl's,1189833,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,41.0,106,4346.0,2347.0,0.54,Online,2021,2021-02,2021Q1,Thursday,22.141509433962263,41.0,High
Kohl's,1189833,2021-02-12,Midwest,Montana,Billings,Men's Apparel,52.0,106,5512.0,3858.0,0.7,Online,2021,2021-02,2021Q1,Friday,36.39622641509434,52.0,High
Kohl's,1189833,2021-02-13,Midwest,Montana,Billings,Women's Apparel,56.0,112,6272.0,2383.0,0.38,Online,2021,2021-02,2021Q1,Saturday,21.276785714285715,56.0,Medium
Kohl's,1189833,2021-02-14,Midwest,Montana,Billings,Men's Street Footwear,41.0,180,7380.0,4280.0,0.58,Online,2021,2021-02,2021Q1,Sunday,23.77777777777778,41.0,High
Kohl's,1189833,2021-02-15,Midwest,Montana,Billings,Men's Athletic Footwear,48.0,156,7488.0,3295.0,0.44,Online,2021,2021-02,2021Q1,Monday,21.121794871794872,48.0,High
Kohl's,1189833,2021-02-16,Midwest,Montana,Billings,Women's Street Footwear,42.0,117,4914.0,2752.0,0.56,Online,2021,2021-02,2021Q1,Tuesday,23.521367521367523,42.0,High
Kohl's,1189833,2021-02-17,Midwest,Montana,Billings,Women's Athletic Footwear,41.0,116,4756.0,2616.0,0.55,Online,2021,2021-02,2021Q1,Wednesday,22.551724137931036,41.0,High
Kohl's,1189833,2021-02-18,Midwest,Montana,Billings,Men's Apparel,50.0,100,5000.0,3650.0,0.73,Online,2021,2021-02,2021Q1,Thursday,36.5,50.0,High
Kohl's,1189833,2021-02-19,Midwest,Montana,Billings,Women's Apparel,59.0,122,7198.0,2879.0,0.4,Online,2021,2021-02,2021Q1,Friday,23.598360655737704,59.0,Medium
Kohl's,1189833,2021-02-20,Midwest,Montana,Billings,Men's Street Footwear,44.0,160,7040.0,3942.0,0.56,Online,2021,2021-02,2021Q1,Saturday,24.6375,44.0,High
Kohl's,1189833,2021-02-21,Midwest,Montana,Billings,Men's Athletic Footwear,49.0,160,7840.0,3371.0,0.43,Online,2021,2021-02,2021Q1,Sunday,21.06875,49.0,High
Kohl's,1189833,2021-02-22,Midwest,Montana,Billings,Women's Street Footwear,41.0,116,4756.0,2711.0,0.57,Online,2021,2021-02,2021Q1,Monday,23.370689655172413,41.0,High
Kohl's,1189833,2021-02-23,Midwest,Montana,Billings,Women's Athletic Footwear,44.0,105,4620.0,2402.0,0.52,Online,2021,2021-02,2021Q1,Tuesday,22.876190476190477,44.0,High
Kohl's,1189833,2021-02-24,Midwest,Montana,Billings,Men's Apparel,54.0,98,5292.0,3969.0,0.75,Online,2021,2021-02,2021Q1,Wednesday,40.5,54.0,High
Kohl's,1189833,2021-02-25,Midwest,Montana,Billings,Women's Apparel,58.0,108,6264.0,2443.0,0.39,Online,2021,2021-02,2021Q1,Thursday,22.62037037037037,58.0,Medium
Kohl's,1189833,2021-02-26,Midwest,Montana,Billings,Men's Street Footwear,38.0,167,6346.0,3744.0,0.59,Online,2021,2021-02,2021Q1,Friday,22.419161676646706,38.0,High
Kohl's,1189833,2021-02-27,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,173,7266.0,2979.0,0.41,Online,2021,2021-02,2021Q1,Saturday,17.21965317919075,42.0,High
Kohl's,1189833,2021-02-28,Midwest,Montana,Billings,Women's Street Footwear,37.0,123,4551.0,2594.0,0.57,Online,2021,2021-02,2021Q1,Sunday,21.089430894308943,37.0,High
Kohl's,1189833,2021-03-01,Midwest,Montana,Billings,Women's Athletic Footwear,39.0,119,4641.0,2553.0,0.55,Online,2021,2021-03,2021Q1,Monday,21.45378151260504,39.0,High
Kohl's,1189833,2021-03-02,Midwest,Montana,Billings,Men's Apparel,51.0,113,5763.0,4265.0,0.74,Online,2021,2021-03,2021Q1,Tuesday,37.743362831858406,51.0,High
Kohl's,1189833,2021-03-03,Midwest,Montana,Billings,Women's Apparel,56.0,133,7448.0,2830.0,0.38,Online,2021,2021-03,2021Q1,Wednesday,21.278195488721803,56.0,Medium
Kohl's,1189833,2021-03-04,Midwest,Montana,Billings,Men's Street Footwear,41.0,196,8036.0,4500.0,0.56,Online,2021,2021-03,2021Q1,Thursday,22.959183673469386,41.0,High
Kohl's,1189833,2021-03-05,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,182,8190.0,3522.0,0.43,Online,2021,2021-03,2021Q1,Friday,19.35164835164835,45.0,High
Kohl's,1189833,2021-03-06,Midwest,Montana,Billings,Women's Street Footwear,42.0,133,5586.0,3352.0,0.6,Online,2021,2021-03,2021Q1,Saturday,25.203007518796994,42.0,High
Kohl's,1189833,2021-03-07,Midwest,Montana,Billings,Women's Athletic Footwear,43.0,143,6149.0,3136.0,0.51,Online,2021,2021-03,2021Q1,Sunday,21.93006993006993,43.0,High
Kohl's,1189833,2021-03-08,Midwest,Montana,Billings,Men's Apparel,53.0,120,6360.0,4643.0,0.73,Online,2021,2021-03,2021Q1,Monday,38.69166666666667,53.0,High
Kohl's,1189833,2021-03-09,Midwest,Montana,Billings,Women's Apparel,55.0,130,7150.0,2860.0,0.4,Online,2021,2021-03,2021Q1,Tuesday,22.0,55.0,Medium
Sports Direct,1197831,2021-03-10,Midwest,Montana,Billings,Men's Street Footwear,18.0,210,3780.0,1890.0,0.5,Online,2021,2021-03,2021Q1,Wednesday,9.0,18.0,High
Sports Direct,1197831,2021-03-11,Midwest,Montana,Billings,Men's Athletic Footwear,29.0,182,5278.0,2428.0,0.46,Online,2021,2021-03,2021Q1,Thursday,13.340659340659341,29.0,High
Sports Direct,1197831,2021-03-12,Midwest,Montana,Billings,Women's Street Footwear,27.0,130,3510.0,1580.0,0.45,Online,2021,2021-03,2021Q1,Friday,12.153846153846153,27.0,High
Sports Direct,1197831,2021-03-13,Midwest,Montana,Billings,Women's Athletic Footwear,32.0,135,4320.0,2462.0,0.57,Online,2021,2021-03,2021Q1,Saturday,18.237037037037037,32.0,High
Sports Direct,1197831,2021-03-14,South,Tennessee,Knoxville,Men's Apparel,39.0,95,3705.0,1482.0,0.4,Online,2021,2021-03,2021Q1,Sunday,15.6,39.0,Medium
Sports Direct,1197831,2021-03-15,South,Tennessee,Knoxville,Women's Apparel,33.0,125,4125.0,2681.0,0.65,Online,2021,2021-03,2021Q1,Monday,21.448,33.0,High
Sports Direct,1197831,2021-03-16,South,Tennessee,Knoxville,Men's Street Footwear,24.0,169,4056.0,2028.0,0.5,Online,2021,2021-03,2021Q1,Tuesday,12.0,24.0,High
Sports Direct,1197831,2021-03-17,South,Tennessee,Knoxville,Men's Athletic Footwear,33.0,181,5973.0,2867.0,0.48,Online,2021,2021-03,2021Q1,Wednesday,15.839779005524862,33.0,High
Sports Direct,1197831,2021-03-18,South,Tennessee,Knoxville,Women's Street Footwear,32.0,122,3904.0,1874.0,0.48,Online,2021,2021-03,2021Q1,Thursday,15.360655737704919,32.0,High
Sports Direct,1197831,2021-03-19,South,Tennessee,Knoxville,Women's Athletic Footwear,33.0,108,3564.0,2138.0,0.6,Online,2021,2021-03,2021Q1,Friday,19.796296296296298,33.0,High
Sports Direct,1197831,2021-03-20,South,Tennessee,Knoxville,Men's Apparel,37.0,83,3071.0,1259.0,0.41,Online,2021,2021-03,2021Q1,Saturday,15.168674698795181,37.0,High
Sports Direct,1197831,2021-03-21,South,Tennessee,Knoxville,Women's Apparel,32.0,133,4256.0,2724.0,0.64,Online,2021,2021-03,2021Q1,Sunday,20.481203007518797,32.0,High
Sports Direct,1197831,2021-03-22,South,Tennessee,Knoxville,Men's Street Footwear,27.0,189,5103.0,2603.0,0.51,Online,2021,2021-03,2021Q1,Monday,13.772486772486772,27.0,High
Sports Direct,1197831,2021-03-23,South,Tennessee,Knoxville,Men's Athletic Footwear,37.0,163,6031.0,3136.0,0.52,Online,2021,2021-03,2021Q1,Tuesday,19.23926380368098,37.0,High
Sports Direct,1197831,2021-03-24,South,Tennessee,Knoxville,Women's Street Footwear,28.0,124,3472.0,1910.0,0.55,Online,2021,2021-03,2021Q1,Wednesday,15.403225806451612,28.0,High
Sports Direct,1197831,2021-03-25,South,Tennessee,Knoxville,Women's Athletic Footwear,33.0,101,3333.0,2133.0,0.64,Online,2021,2021-03,2021Q1,Thursday,21.11881188118812,33.0,High
Sports Direct,1197831,2021-03-26,South,Tennessee,Knoxville,Men's Apparel,39.0,69,2691.0,1265.0,0.47,Online,2021,2021-03,2021Q1,Friday,18.333333333333332,39.0,High
Sports Direct,1197831,2021-03-27,South,Tennessee,Knoxville,Women's Apparel,33.0,111,3663.0,2418.0,0.66,Online,2021,2021-03,2021Q1,Saturday,21.783783783783782,33.0,High
Sports Direct,1197831,2021-03-28,South,Tennessee,Knoxville,Men's Street Footwear,19.0,169,3211.0,1606.0,0.5,Online,2021,2021-03,2021Q1,Sunday,9.502958579881657,19.0,High
Sports Direct,1197831,2021-03-29,South,Tennessee,Knoxville,Men's Athletic Footwear,24.0,176,4224.0,2154.0,0.51,Online,2021,2021-03,2021Q1,Monday,12.238636363636363,24.0,High
Sports Direct,1197831,2021-03-30,South,Tennessee,Knoxville,Women's Street Footwear,19.0,135,2565.0,1411.0,0.55,Online,2021,2021-03,2021Q1,Tuesday,10.451851851851853,19.0,High
Sports Direct,1197831,2021-03-31,South,Tennessee,Knoxville,Women's Athletic Footwear,23.0,112,2576.0,1674.0,0.65,Online,2021,2021-03,2021Q1,Wednesday,14.946428571428571,23.0,High
Sports Direct,1197831,2021-04-01,South,Tennessee,Knoxville,Men's Apparel,28.0,84,2352.0,1058.0,0.45,Online,2021,2021-04,2021Q2,Thursday,12.595238095238095,28.0,High
Sports Direct,1197831,2021-04-02,South,Tennessee,Knoxville,Women's Apparel,24.0,161,3864.0,2628.0,0.68,Online,2021,2021-04,2021Q2,Friday,16.322981366459626,24.0,High
Sports Direct,1197831,2021-04-03,South,Tennessee,Knoxville,Men's Street Footwear,14.0,189,2646.0,1323.0,0.5,Online,2021,2021-04,2021Q2,Saturday,7.0,14.0,High
Sports Direct,1197831,2021-04-04,South,Tennessee,Knoxville,Men's Athletic Footwear,23.0,218,5014.0,2507.0,0.5,Online,2021,2021-04,2021Q2,Sunday,11.5,23.0,High
Sports Direct,1197831,2021-04-05,South,Tennessee,Knoxville,Women's Street Footwear,19.0,180,3420.0,1847.0,0.54,Online,2021,2021-04,2021Q2,Monday,10.261111111111111,19.0,High
Sports Direct,1197831,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,27.0,142,3834.0,2300.0,0.6,Online,2021,2021-04,2021Q2,Tuesday,16.197183098591548,27.0,High
Sports Direct,1197831,2021-04-07,South,Tennessee,Knoxville,Men's Apparel,41.0,106,4346.0,2130.0,0.49,Online,2021,2021-04,2021Q2,Wednesday,20.09433962264151,41.0,High
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,38.0,202,7676.0,5143.0,0.67,Online,2021,2021-04,2021Q2,Thursday,25.46039603960396,38.0,High
Sports Direct,1197831,2021-04-09,South,Tennessee,Knoxville,Men's Street Footwear,36.0,217,7812.0,3984.0,0.51,Online,2021,2021-04,2021Q2,Friday,18.359447004608295,36.0,High
Sports Direct,1197831,2021-04-10,South,Tennessee,Knoxville,Men's Athletic Footwear,42.0,202,8484.0,4327.0,0.51,Online,2021,2021-04,2021Q2,Saturday,21.42079207920792,42.0,High
Sports Direct,1197831,2021-04-11,South,Tennessee,Knoxville,Women's Street Footwear,36.0,169,6084.0,3103.0,0.51,Online,2021,2021-04,2021Q2,Sunday,18.36094674556213,36.0,High
Sports Direct,1197831,2021-04-12,South,Tennessee,Knoxville,Women's Athletic Footwear,36.0,174,6264.0,3821.0,0.61,Online,2021,2021-04,2021Q2,Monday,21.95977011494253,36.0,High
Sports Direct,1197831,2021-04-13,South,Tennessee,Knoxville,Men's Apparel,43.0,145,6235.0,2993.0,0.48,Online,2021,2021-04,2021Q2,Tuesday,20.641379310344828,43.0,High
Sports Direct,1197831,2021-04-14,South,Tennessee,Knoxville,Women's Apparel,49.0,236,11564.0,7517.0,0.65,Online,2021,2021-04,2021Q2,Wednesday,31.85169491525424,49.0,High
Sports Direct,1197831,2021-04-15,South,Tennessee,Knoxville,Men's Street Footwear,36.0,215,7740.0,4412.0,0.57,Online,2021,2021-04,2021Q2,Thursday,20.52093023255814,36.0,High
Sports Direct,1197831,2021-04-16,South,Tennessee,Knoxville,Men's Athletic Footwear,43.0,206,8858.0,5138.0,0.58,Online,2021,2021-04,2021Q2,Friday,24.941747572815533,43.0,High
Sports Direct,1197831,2021-04-17,South,Tennessee,Knoxville,Women's Street Footwear,36.0,263,9468.0,5681.0,0.6,Online,2021,2021-04,2021Q2,Saturday,21.600760456273765,36.0,High
Sports Direct,1197831,2021-04-18,South,Tennessee,Knoxville,Women's Athletic Footwear,37.0,161,5957.0,3872.0,0.65,Online,2021,2021-04,2021Q2,Sunday,24.049689440993788,37.0,High
Sports Direct,1197831,2021-04-19,South,Tennessee,Knoxville,Men's Apparel,43.0,165,7095.0,3760.0,0.53,Online,2021,2021-04,2021Q2,Monday,22.78787878787879,43.0,High
Sports Direct,1197831,2021-04-20,South,Tennessee,Knoxville,Women's Apparel,52.0,223,11596.0,8117.0,0.7,Online,2021,2021-04,2021Q2,Tuesday,36.399103139013455,52.0,High
Sports Direct,1197831,2021-04-21,South,Tennessee,Knoxville,Men's Street Footwear,41.0,233,9553.0,5445.0,0.57,Online,2021,2021-04,2021Q2,Wednesday,23.369098712446352,41.0,High
Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,54.0,233,12582.0,7172.0,0.57,Online,2021,2021-04,2021Q2,Thursday,30.781115879828327,54.0,High
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,46.0,285,13110.0,7866.0,0.6,Online,2021,2021-04,2021Q2,Friday,27.6,46.0,High
Sports Direct,1197831,2021-04-24,South,Tennessee,Knoxville,Women's Athletic Footwear,42.0,133,5586.0,3854.0,0.69,Online,2021,2021-04,2021Q2,Saturday,28.977443609022558,42.0,High
Sports Direct,1197831,2021-04-25,South,Tennessee,Knoxville,Men's Apparel,49.0,133,6517.0,3454.0,0.53,Online,2021,2021-04,2021Q2,Sunday,25.969924812030076,49.0,High
Sports Direct,1197831,2021-04-26,South,Tennessee,Knoxville,Women's Apparel,53.0,181,9593.0,6811.0,0.71,Online,2021,2021-04,2021Q2,Monday,37.629834254143645,53.0,High
Sports Direct,1197831,2021-04-27,South,Tennessee,Knoxville,Men's Street Footwear,49.0,182,8918.0,5351.0,0.6,Online,2021,2021-04,2021Q2,Tuesday,29.4010989010989,49.0,High
Sports Direct,1197831,2021-04-28,South,Tennessee,Knoxville,Men's Athletic Footwear,47.0,169,7943.0,4766.0,0.6,Online,2021,2021-04,2021Q2,Wednesday,28.201183431952664,47.0,High
Sports Direct,1197831,2021-04-29,South,Tennessee,Knoxville,Women's Street Footwear,54.0,182,9828.0,5799.0,0.59,Online,2021,2021-04,2021Q2,Thursday,31.86263736263736,54.0,High
Sports Direct,1197831,2021-04-30,South,Tennessee,Knoxville,Women's Athletic Footwear,53.0,100,5300.0,3710.0,0.7,Online,2021,2021-04,2021Q2,Friday,37.1,53.0,High
Sports Direct,1197831,2021-05-01,South,Tennessee,Knoxville,Men's Apparel,47.0,120,5640.0,2876.0,0.51,Online,2021,2021-05,2021Q2,Saturday,23.966666666666665,47.0,High
Sports Direct,1197831,2021-05-02,South,Tennessee,Knoxville,Women's Apparel,42.0,163,6846.0,5066.0,0.74,Online,2021,2021-05,2021Q2,Sunday,31.079754601226995,42.0,High
Sports Direct,1197831,2021-05-03,South,Tennessee,Knoxville,Men's Street Footwear,33.0,173,5709.0,3254.0,0.57,Online,2021,2021-05,2021Q2,Monday,18.809248554913296,33.0,High
Sports Direct,1197831,2021-05-04,South,Tennessee,Knoxville,Men's Athletic Footwear,32.0,150,4800.0,2880.0,0.6,Online,2021,2021-05,2021Q2,Tuesday,19.2,32.0,High
Sports Direct,1197831,2021-05-05,South,Tennessee,Knoxville,Women's Street Footwear,36.0,147,5292.0,3069.0,0.58,Online,2021,2021-05,2021Q2,Wednesday,20.877551020408163,36.0,High
Sports Direct,1197831,2021-05-06,South,Tennessee,Knoxville,Women's Athletic Footwear,38.0,98,3724.0,2607.0,0.7,Online,2021,2021-05,2021Q2,Thursday,26.602040816326532,38.0,High
Sports Direct,1197831,2021-05-07,South,Tennessee,Knoxville,Men's Apparel,32.0,88,2816.0,1436.0,0.51,Online,2021,2021-05,2021Q2,Friday,16.318181818181817,32.0,High
Sports Direct,1197831,2021-05-08,South,Tennessee,Knoxville,Women's Apparel,43.0,131,5633.0,3999.0,0.71,Online,2021,2021-05,2021Q2,Saturday,30.52671755725191,43.0,High
Sports Direct,1197831,2021-05-09,South,Tennessee,Knoxville,Men's Street Footwear,29.0,196,5684.0,3183.0,0.56,Online,2021,2021-05,2021Q2,Sunday,16.239795918367346,29.0,High
Sports Direct,1197831,2021-05-10,South,Tennessee,Knoxville,Men's Athletic Footwear,29.0,189,5481.0,3069.0,0.56,Online,2021,2021-05,2021Q2,Monday,16.238095238095237,29.0,High
Sports Direct,1197831,2021-05-11,South,Tennessee,Knoxville,Women's Street Footwear,50.0,174,8700.0,4872.0,0.56,Online,2021,2021-05,2021Q2,Tuesday,28.0,50.0,High
Sports Direct,1197831,2021-05-12,South,Tennessee,Knoxville,Women's Athletic Footwear,52.0,133,6916.0,4772.0,0.69,Online,2021,2021-05,2021Q2,Wednesday,35.8796992481203,52.0,High
Sports Direct,1197831,2021-05-13,South,Tennessee,Knoxville,Men's Apparel,51.0,113,5763.0,3054.0,0.53,Online,2021,2021-05,2021Q2,Thursday,27.02654867256637,51.0,High
Sports Direct,1197831,2021-05-14,South,Tennessee,Knoxville,Women's Apparel,59.0,169,9971.0,7079.0,0.71,Online,2021,2021-05,2021Q2,Friday,41.887573964497044,59.0,High
Sports Direct,1197831,2021-05-15,South,Tennessee,Knoxville,Men's Street Footwear,53.0,200,10600.0,6148.0,0.58,Online,2021,2021-05,2021Q2,Saturday,30.74,53.0,High
Sports Direct,1197831,2021-05-16,South,Tennessee,Knoxville,Men's Athletic Footwear,51.0,240,12240.0,6732.0,0.55,Online,2021,2021-05,2021Q2,Sunday,28.05,51.0,High
Sports Direct,1197831,2021-05-17,South,Tennessee,Knoxville,Women's Street Footwear,54.0,210,11340.0,6237.0,0.55,Online,2021,2021-05,2021Q2,Monday,29.7,54.0,High
Sports Direct,1197831,2021-05-18,South,Tennessee,Knoxville,Women's Athletic Footwear,54.0,149,8046.0,5552.0,0.69,Online,2021,2021-05,2021Q2,Tuesday,37.261744966442954,54.0,High
Sports Direct,1197831,2021-05-19,South,Tennessee,Knoxville,Men's Apparel,50.0,140,7000.0,3500.0,0.5,Online,2021,2021-05,2021Q2,Wednesday,25.0,50.0,High
Sports Direct,1197831,2021-05-20,South,Tennessee,Knoxville,Women's Apparel,61.0,225,13725.0,10157.0,0.74,Online,2021,2021-05,2021Q2,Thursday,45.14222222222222,61.0,High
Foot Locker,1185732,2021-05-21,South,Tennessee,Knoxville,Men's Street Footwear,32.0,119,3808.0,1904.0,0.5,Online,2021,2021-05,2021Q2,Friday,16.0,32.0,High
Foot Locker,1185732,2021-05-22,South,Tennessee,Knoxville,Men's Athletic Footwear,32.0,56,1792.0,878.0,0.49,Online,2021,2021-05,2021Q2,Saturday,15.678571428571429,32.0,High
Foot Locker,1185732,2021-05-23,South,Tennessee,Knoxville,Women's Street Footwear,24.0,65,1560.0,749.0,0.48,Online,2021,2021-05,2021Q2,Sunday,11.523076923076923,24.0,High
Foot Locker,1185732,2021-05-24,South,Tennessee,Knoxville,Women's Athletic Footwear,27.0,19,513.0,272.0,0.53,Online,2021,2021-05,2021Q2,Monday,14.31578947368421,27.0,High
Foot Locker,1185732,2021-05-25,Midwest,Nebraska,Omaha,Men's Apparel,43.0,35,1505.0,677.0,0.45,Online,2021,2021-05,2021Q2,Tuesday,19.34285714285714,43.0,High
Foot Locker,1185732,2021-05-26,Midwest,Nebraska,Omaha,Women's Apparel,32.0,68,2176.0,1327.0,0.61,Online,2021,2021-05,2021Q2,Wednesday,19.514705882352942,32.0,High
Foot Locker,1185732,2021-05-27,Midwest,Nebraska,Omaha,Men's Street Footwear,32.0,119,3808.0,2056.0,0.54,Online,2021,2021-05,2021Q2,Thursday,17.277310924369747,32.0,High
Foot Locker,1185732,2021-05-28,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33.0,38,1254.0,627.0,0.5,Online,2021,2021-05,2021Q2,Friday,16.5,33.0,High
Foot Locker,1185732,2021-05-29,Midwest,Nebraska,Omaha,Women's Street Footwear,23.0,47,1081.0,541.0,0.5,Online,2021,2021-05,2021Q2,Saturday,11.51063829787234,23.0,High
Foot Locker,1185732,2021-05-30,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.0,14,406.0,203.0,0.5,Online,2021,2021-05,2021Q2,Sunday,14.5,29.0,High
Foot Locker,1185732,2021-05-31,Midwest,Nebraska,Omaha,Men's Apparel,41.0,31,1271.0,623.0,0.49,Online,2021,2021-05,2021Q2,Monday,20.096774193548388,41.0,High
Foot Locker,1185732,2021-06-01,Midwest,Nebraska,Omaha,Women's Apparel,32.0,60,1920.0,1190.0,0.62,Online,2021,2021-06,2021Q2,Tuesday,19.833333333333332,32.0,High
Foot Locker,1185732,2021-06-02,Midwest,Nebraska,Omaha,Men's Street Footwear,38.0,122,4636.0,2503.0,0.54,Online,2021,2021-06,2021Q2,Wednesday,20.516393442622952,38.0,High
Foot Locker,1185732,2021-06-03,Midwest,Nebraska,Omaha,Men's Athletic Footwear,39.0,26,1014.0,466.0,0.46,Online,2021,2021-06,2021Q2,Thursday,17.923076923076923,39.0,High
Foot Locker,1185732,2021-06-04,Midwest,Nebraska,Omaha,Women's Street Footwear,29.0,39,1131.0,566.0,0.5,Online,2021,2021-06,2021Q2,Friday,14.512820512820513,29.0,High
